,francise,address,TEL
1688,화성수원대점,경기 화성시 봉담읍 와우로 108,031-224-2238
1689,시흥월곶점,경기도 시흥시 월곶동 1014-3 101호,031-404-7316
1690,남양주덕소점,"경기도 남양주시 와부읍 덕소로 88, 1층",031-521-7674
1691,군산수송점,"전라북도 군산시 동수송안길 21, 1층",063-471-0401
1692,대전역점,"대전시 동구 대전로815번길 3, 1층",042-226-0454
1693,분당미금역천사점,"경기도 성남시 분당구 성남대로 165, 천사의도시오피스텔 1층 110호",031-716-3888
1694,울산남목초교점,"울산시 동구 동해안로 28, 1층",052-235-4003
1695,용인동백쥬네브점,"경기도 용인시 기흥구 동백중앙로 283, 골드프라자 D121호",031-274-1366
1696,청량리역점,"서울시 동대문구 왕산로 209, 1층",02-3293-0032
1697,총신대입구역점,"서울시 서초구 동작대로 128, 1층",NULL
1698,동탄솔빛나루점,"경기도 화성시 동탄중앙로 76, 서건프라자 109호 1층",031-8003-0402
1699,신대방삼거리점,서울특별시 동작구 국사봉1길 28,02-825-5077
1700,충남대병원점,대전광역시 중구 계룡로920번길 36,042-220-5901
1701,태평로점,"서울시 중구 세종대로 82, 1층",02-318-3323
1702,구미상모점,"경상북도 구미시 상사서로 77, 1층",054-465-5460
1703,천안불당중앙점,"충청남도 천안시 서북구 검은들3길 58, 매가클래스블루 1층",041-556-0410
